85660214	871944137	2	30290	361
85660145	574085940	2	30792	180
85640059	85590225	2	29889	420
1828713433	87292089	2	30525	1467
800481643	871944137	2	27867	540
1828713433	85650294	2	28597	659
85641389	85653081	2	32238	180
85641569	574085940	2	30461	301
826304654	85650819	2	30142	720
870748871	85590225	2	26885	1322
858505813	85641149	2	30171	541
91552995	871944137	2	30767	1020
574081977	85645563	2	27651	1020
85647349	85653109	2	31731	698
85660198	85650294	2	30012	300
872042337	840783275	2	30298	420
816926471	871944137	2	29398	361
85646571	871944137	2	27453	899
85641441	85653081	2	27990	181
85641661	85653081	2	30937	360
85641141	85590225	2	26819	720
85647384	85650819	2	28825	1039
85641164	85650788	2	31810	600
85650293	85647760	2	30179	886
660284939	85640983	2	27620	1021
850794099	85653081	2	30465	839
85660195	731104918	2	28334	360
85641355	85590225	2	30173	600
852107784	85650691	2	30428	360
85641569	85650294	2	30195	419
85641441	842014051	2	29962	361
85641569	574085942	2	32118	299
828646367	85590225	2	28769	660
85647368	85590225	2	30196	660
85646249	871944137	2	29526	600
85647450	871944137	2	27118	960
574081977	85641137	2	27460	842
828661171	85652976	2	31728	720
574086046	85650294	2	31101	240
85641441	85590225	2	28768	419
85641389	85650788	2	27104	421
85641441	574085942	2	28436	179
826304654	840783275	2	30325	660
85646695	85590225	2	29115	781
85650402	85646258	2	29157	541
85651135	85647411	2	29223	588
800433947	85641132	2	27635	780
85653066	85647531	2	26737	868
85660195	85650294	2	30285	301
85641389	85590225	2	29610	480
872042337	840762421	2	30480	421
731105033	85653660	2	30508	240
85645999	85650819	2	29674	660
834450250	85590225	2	27143	1020
85650293	85646006	2	29952	513
87292507	85646021	2	31239	703
87292083	85645563	2	27437	960
85647304	85653081	2	29652	660
85660198	731104918	2	32077	360
85641421	85590225	2	30954	419
731105033	85650442	2	28124	402
85641355	574085940	2	28495	299
85641173	85590225	2	27231	660
870528620	85590225	2	30239	899
85650293	85646263	2	31956	540
85647499	85650483	2	29625	1020
679628712	85645561	2	27345	899
870745285	872910972	2	27022	901
91552954	85650469	2	27105	318
800481643	85590225	2	28903	480
85641423	840762421	2	30705	479
85641421	574085940	2	30915	241
574054153	85590225	2	28260	661
828657355	731104146	2	30750	781
706004142	85650294	2	28863	660
85651135	85647292	2	29601	1441
87292083	834575270	2	27612	959
800433947	828661181	2	28009	918
85640063	85650294	2	27468	300
85641421	731104918	2	31061	419
85641389	574085942	2	27386	240
85641071	85590225	2	27820	778
85647328	85650819	2	28358	900
870626159	85650691	2	27361	600
85650402	85647523	2	30195	780
85641137	574085942	2	31648	480
85646022	85650099	2	26928	559
85660195	871944137	2	28302	301
85641355	731104918	2	30968	421
85641421	85653120	2	31713	300
85646303	731104146	2	30590	720
85647411	87292089	2	26713	970
85650293	85641071	2	28406	600
85646695	87292086	2	30179	540
835374855	85653843	2	32061	360
862235424	85653081	2	28814	840
91552954	731104918	2	30473	360
872042337	85650294	2	27441	540
731105033	85653081	2	30218	240
706489836	840783275	2	28567	781
706489847	840783275	2	27570	901
87292507	85641104	2	26939	828
810812656	871944137	2	28306	661
85645984	870788239	2	30255	720
85646053	85653120	2	30619	849
91552954	85650691	2	26963	361
872042337	871944137	2	28855	420
871940621	85653843	2	31010	120
574044470	85590225	2	26777	600
91553447	85590225	2	28327	1021
85650402	85641071	2	30144	539
87292507	85646023	2	27137	1359
85646604	85653120	2	28226	660
85647361	85653660	2	31306	540
91552954	871944137	2	28065	421
731105033	85650294	2	29264	360
85646117	85590225	2	27994	600
834545571	840762421	2	27829	601
872910993	87292086	2	28079	720
877652372	800433946	2	28983	360
872944789	574085942	2	27797	959
574086046	871944137	2	28324	300
872042337	85650691	2	29885	540
574047752	85590225	2	26709	720
85646153	85650788	2	29424	590
810812656	731104918	2	28122	840
877652372	574085942	2	31092	421
85646021	85653081	2	31125	660
85641423	731104918	2	29104	420
85641071	871944137	2	27177	660
85647503	85650294	2	27987	780
85641141	85653843	2	27094	420
85646044	85653109	2	31917	488
85641421	87292086	2	30092	300
826304681	840762421	2	30466	601
85647499	731104918	2	26830	839
85653066	85646600	2	26880	916
85646022	574085942	2	29530	660
85641441	85650294	2	30931	301
828644900	85650788	2	28873	661
85646695	85650691	2	29557	721
706489841	574085942	2	30773	659
679628712	706004127	2	30610	1289
731105033	87292086	2	31217	300
706489836	731104918	2	31219	540
87286821	85650788	2	29095	720
574081977	706004141	2	30179	720
85647328	574085940	2	29225	720
85641423	871944137	2	27321	420
85646001	871944137	2	30296	660
828661181	87292086	2	30106	780
574054153	574085940	2	30677	599
85647450	85652976	2	30665	719
85641355	85650294	2	30857	420
87285092	840762421	2	31485	661
85651135	85646021	2	28872	489
85653842	85646153	2	26703	585
85653105	87284575	2	27382	1140
731104954	85650294	2	31948	361
85641137	85650294	2	27881	541
850794099	85650294	2	30311	780
85641071	574085942	2	31395	660
841623328	85646054	2	30946	1459
85641458	85650294	2	28252	420
825564194	731104915	2	28144	821
870528620	85650294	2	28925	899
85641071	85652976	2	30161	660
872944980	85653109	2	30001	1043
800481643	85650483	2	30480	421
85650402	826315202	2	27756	586
85647503	871944137	2	28456	780
85646263	85653081	2	28050	769
85647503	85653843	2	31949	480
85641355	731104915	2	27625	420
85641149	85650294	2	30001	840
828710339	731104915	2	28009	837
85653105	85640931	2	27764	1323
91553447	85653120	2	29719	907
85640059	871944137	2	26973	361
85646006	871944137	2	29445	599
85646044	871944137	2	27350	686
85641170	574085942	2	27904	725
85647404	85652976	2	27752	661
85641423	85650294	2	31584	360
840380073	731104915	2	31141	539
85647405	85650294	2	27240	899
85646249	85653081	2	31475	420
85652977	706489846	2	29397	899
85641421	85650294	2	30595	359
574053943	871944137	2	27031	600
91552995	840762421	2	29869	1081
85641149	85653120	2	30067	600
679628712	85647772	2	30113	1321
85641355	871944137	2	28513	421
877652375	85650691	2	31274	480
85650293	85646049	2	31570	841
85653842	85645564	2	26716	840
574081977	872943758	2	28460	1039
731105033	871944137	2	30020	420
85641149	871944137	2	31546	875
91552997	871944137	2	31027	960
85646260	85653120	2	30707	505
834450250	85653081	2	30694	779
872042337	731104918	2	29338	421
85645553	731104918	2	28871	1143
85647458	85650294	2	30884	900
85641140	85653660	2	29815	481
85646022	85653109	2	27708	540
731104954	731104918	2	26842	420
85645971	840762421	2	28529	815
85650402	85646049	2	27331	540
826441210	85653109	2	29374	661
850794099	85653109	2	31763	660
85641421	871944137	2	27361	419
835374857	87292086	2	30701	479
91552996	85650294	2	26864	720
85645984	574085940	2	29037	589
85650097	85646047	2	29481	960
85641421	85650483	2	27669	361
706489836	871944137	2	29672	540
85650402	85647467	2	28639	689
87292083	85641171	2	27151	749
85645956	85653081	2	27780	600
800481643	85650294	2	29105	420
85641164	85650294	2	31118	541
800791770	85650294	2	31134	873
85641144	730671946	2	28292	660
85652977	85647535	2	31419	678
85641389	85650294	2	31598	359
85641140	840762421	2	28175	661
85650293	85647427	2	27894	1320
87285092	85650099	2	31168	480
85641421	85650738	2	30330	420
85641071	85650294	2	29819	660
85645956	731104915	2	31594	779
679630459	85641078	2	26871	1027
85641396	871944137	2	31558	360
825564188	85650294	2	30191	1020
706004128	85650294	2	31565	781
730670216	85641144	2	27047	746
817758130	85650691	2	26827	566
862293421	871944137	2	27838	780
842014051	85641052	2	28295	831
706489842	87292086	2	29561	540
862235424	871944137	2	27958	1043
85653842	834545571	2	27702	480
85651135	85641132	2	29006	960
85647466	87292086	2	29639	900
85653705	85641078	2	27075	830
706489842	731104918	2	31614	541
91552994	731104918	2	28479	900
679630580	85641052	2	28806	908
85645980	85650788	2	27631	868
85647762	85650294	2	30730	960
835374854	574085942	2	30461	360
85650402	85641171	2	28306	916
834450250	871944137	2	27566	840
85653659	85641171	2	27177	707
85650402	85646284	2	26926	1124
85646037	871944137	2	26804	837
85646249	85650099	2	32049	360
826315202	871944137	2	31104	600
872944789	840762421	2	28319	900
834545571	85653109	2	31976	480
85646604	85650294	2	28922	721
85647781	840762421	2	27826	960
706004143	85653081	2	28208	421
85646159	85650738	2	27508	541
810812656	85650294	2	28588	720
85646249	85652976	2	31298	541
85646121	85650469	2	29683	524
85646054	731104918	2	27179	758
85646260	660284940	2	32152	300
85646294	85650294	2	31110	660
828676143	731104918	2	30282	779
835374854	85653081	2	30576	359
706489841	731104918	2	30799	600
87292087	85647427	2	27317	793
85641141	574085942	2	31495	660
85641164	871944137	2	27035	601
87292507	85645956	2	29773	729
826441221	92076469	2	31828	584
85646121	731104918	2	31830	540
828674397	85650483	2	31417	845
877655500	85653109	2	29091	406
85641137	871944137	2	30310	720
85647368	85650788	2	30703	1127
840380073	85653081	2	31402	300
91552962	871944137	2	28505	601
85647361	85650294	2	29064	901
826441227	85653109	2	30234	541
85645824	85650691	2	28720	1041
85651135	85647322	2	28918	780
85653713	706489843	2	31633	307
826441227	85650294	2	26864	600
85646047	85650294	2	27296	743
826315200	574085940	2	31325	539
826315200	871944137	2	31603	600
85647307	85650483	2	28465	840
679628712	835365265	2	32050	381
85651135	85641076	2	26845	651
85646053	85650788	2	29077	775
862232353	574085940	2	30130	539
706489842	85650294	2	30578	480
85650402	85647368	2	28139	1500
85645999	85650099	2	31906	540
85651176	85645565	2	27052	1210
85647446	85650294	2	26734	780
835374857	731114420	2	31190	469
87285092	85650294	2	29896	600
828721861	85650294	2	28109	900
85646117	800433946	2	30677	360
85641144	85650294	2	28127	573
85647404	731104918	2	31440	721
826480504	574085942	2	29786	660
877652372	858502514	2	30603	477
834450250	731104918	2	27000	960
85659998	85641171	2	29426	1058
85645984	85650294	2	28314	942
828676143	85650294	2	27250	780
660284939	85646006	2	28125	1022
835374857	85650294	2	28789	960
85647781	85650294	2	29340	955
85653659	85646006	2	29213	1020
877652372	871944137	2	30101	479
85646053	871944137	2	29258	900
85641097	85650294	2	28135	720
85647368	871944137	2	29299	720
85646117	85651134	2	28182	421
85651135	85646053	2	26877	1081
85651135	85641149	2	28315	802
826301412	871944137	2	29012	660
826315200	85650294	2	31596	541
85646039	85650483	2	31625	720
826304681	85650294	2	30264	481
872944789	85650294	2	27830	900
706004143	731104915	2	28082	660
85646036	85650294	2	28530	933
85645998	871944137	2	28093	600
85650293	85646039	2	28098	1141
840380073	871944137	2	26710	480
810812656	840762421	2	27316	960
706489836	85650294	2	26815	481
85646695	85650294	2	30223	599
85641096	840762421	2	29242	660
85650402	85647778	2	28166	1200
85641069	85650788	2	29075	720
85646039	85650294	2	29041	780
85641141	871944137	2	28881	660
85647781	871944137	2	29034	961
85646001	85650691	2	31803	660
85647328	731104915	2	27544	960
828646367	871944137	2	31303	601
85647828	85650294	2	28427	960
85759349	85646593	2	26713	840
87286821	871944137	2	30171	780
91552963	871944137	2	30505	600
85647431	85650294	2	29209	931
826304654	85650294	2	29915	660
85647301	871944137	2	28165	901
574049772	871944137	2	27051	835
85650293	85647758	2	27985	1561
840380073	731104918	2	27679	541
85759349	870748871	2	26752	1183
862232353	871944137	2	28152	720
91552995	85650294	2	29055	840
85646260	85650294	2	29576	480
872944789	871944137	2	30253	1020
85646121	87292086	2	30534	480
91553447	85650294	2	26960	1080
574054153	871944137	2	28573	721
85646047	731104915	2	28518	721
872910974	871944137	2	31636	660
85646034	85650294	2	28823	1014
706489842	871944137	2	31740	601
85646039	85650691	2	29641	766
85651135	85646006	2	30395	566
87292507	87284575	2	29752	727
85646303	85650294	2	30379	600
876926663	85650691	2	27178	1106
826480504	871944137	2	29247	781
828674397	871944137	2	27219	840
706489841	87292086	2	31896	541
87286821	731104918	2	26725	781
87292507	660286290	2	30333	782
85647328	85650294	2	27466	780
706489836	85650788	2	27724	601
91553447	871944137	2	28911	900
85645998	85650294	2	30162	721
85646054	871944137	2	26777	841
91552962	85650294	2	27399	660
85645956	871944137	2	29953	839
835374855	85650294	2	29849	479
85647322	85650294	2	28010	960
828646367	87292086	2	32017	389
87292507	862228281	2	30656	720
85646249	85650488	2	28807	540
805679419	85650294	2	29130	660
826441227	871944137	2	30780	721
85646022	87292086	2	28214	719
826480504	87292086	2	29159	600
91552995	731104915	2	30159	779
817758130	871944137	2	30975	599
85646054	85650294	2	27555	667
85641071	731104918	2	29803	840
85647251	85650483	2	27620	959
85650402	85645999	2	27221	546
85647759	87292491	2	27125	920
85650402	85645984	2	27535	600
85647328	85650442	2	28031	781
574044470	871944137	2	29741	600
876926663	871944137	2	27306	1144
877652373	731104915	2	31443	539
85651135	87284575	2	30726	780
85641140	85650294	2	29277	601
85651135	85647393	2	31388	721
91552963	85650294	2	29588	720
85650402	87284575	2	30609	1501
85646588	85650738	2	31306	660
85646050	731104918	2	30527	899
85641140	85650691	2	28558	600
870596845	85650691	2	31675	660
85641049	85650294	2	27257	661
85646052	85650294	2	30758	601
85646260	731104918	2	26928	539
85647499	871944137	2	30550	901
826304654	871944137	2	31112	600
85650293	828674395	2	29497	960
85641141	731104915	2	26896	681
85651135	85647316	2	27850	1020
85641069	85650294	2	27131	660
85646050	85650294	2	30631	746
85650615	85645659	2	29330	1075
85651135	85647458	2	31198	720
834545571	871944137	2	27055	601
85647328	840762421	2	27459	900
85641076	871944137	2	29648	720
85647366	731104915	2	26927	841
85646006	85650788	2	27447	720
85647328	85650691	2	28018	900
574044473	731104918	2	27478	601
85646028	85650294	2	27959	920
840380073	85650294	2	27831	480
85645956	85650294	2	29654	1020
862235446	85650294	2	28504	600
871774605	85650294	2	27952	720
85646159	85650294	2	29383	480
85650293	85647405	2	31416	1081
85645628	871944137	2	27089	780
85647499	731104915	2	27720	721
85646249	85650691	2	29526	540
706489847	85650294	2	30060	781
706489841	85650294	2	30769	561
87292496	87286820	2	28607	842
826304681	85650691	2	29292	539
85650402	85647300	2	29791	661
85646588	871944137	2	29222	600
85647524	85650294	2	28362	720
85646286	871944137	2	28556	540
85650293	85646044	2	26805	840
85641107	85650294	2	28472	660
87292507	828661181	2	28799	660
863183378	731104918	2	31139	600
85647499	87292088	2	29153	779
574047752	85650294	2	31752	601
85647316	871944137	2	29932	901
85646249	731104918	2	30110	600
85650293	85645656	2	29661	727
574047752	871944137	2	31527	660
863183378	871944137	2	31618	600
85645999	87292086	2	27485	660
826304681	871944137	2	29280	661
85645661	85650691	2	29825	600
835374854	871944137	2	27193	540
85646117	731104915	2	28310	480
805679393	871944137	2	27291	850
706004143	85650294	2	30837	540
85646117	85650294	2	29620	480
85641173	85650294	2	27718	540
85641096	85650294	2	31015	664
840410073	85650294	2	27750	481
85646117	85650469	2	27270	721
825564168	85650294	2	27541	720
835374854	85650294	2	29820	540
85646117	871944137	2	28498	601
85646588	85650294	2	27934	600
85641076	85650691	2	31440	660
85641140	871944137	2	30068	661
574054153	85650294	2	28658	660
828646367	731104918	2	29513	540
826441221	85650294	2	28209	1123
828644900	871944137	2	28142	721
85650293	85645638	2	28563	902
85651135	826441227	2	29861	480
873037902	85650483	2	27078	901
870449378	871944137	2	27041	660
85646249	85650294	2	31904	482
706004143	871944137	2	28580	600
85641141	85650483	2	27267	662
85651135	85646588	2	29795	780
