       85641149      871944137              2          31546
       91552997      871944137              2          31027
       85646260       85653120              2          30707
      834450250       85653081              2          30694
      872042337      731104918              2          29338
       85645553      731104918              2          28871
       85647458       85650294              2          30884
       85641140       85653660              2          29815
       85646022       85653109              2          27708
      731104954      731104918              2          26842
       85645971      840762421              2          28529
       85650402       85646049              2          27331
      826441210       85653109              2          29374
      850794099       85653109              2          31763
       85641421      871944137              2          27361
      835374857       87292086              2          30701
       91552996       85650294              2          26864
       85645984      574085940              2          29037
       85650097       85646047              2          29481
       85641421       85650483              2          27669
      706489836      871944137              2          29672
       85650402       85647467              2          28639
       87292083       85641171              2          27151
       85645956       85653081              2          27780
      800481643       85650294              2          29105
       85641164       85650294              2          31118
      800791770       85650294              2          31134
       85641144      730671946              2          28292
       85652977       85647535              2          31419
       85641389       85650294              2          31598
       85641140      840762421              2          28175
       85650293       85647427              2          27894
       87285092       85650099              2          31168
       85641421       85650738              2          30330
       85641071       85650294              2          29819
       85645956      731104915              2          31594
      679630459       85641078              2          26871
       85641396      871944137              2          31558
      825564188       85650294              2          30191
      706004128       85650294              2          31565
      730670216       85641144              2          27047
      817758130       85650691              2          26827
      862293421      871944137              2          27838
      842014051       85641052              2          28295
      706489842       87292086              2          29561
      862235424      871944137              2          27958
       85653842      834545571              2          27702
       85651135       85641132              2          29006
       85647466       87292086              2          29639
       85653705       85641078              2          27075
      706489842      731104918              2          31614
       91552994      731104918              2          28479
      679630580       85641052              2          28806
       85645980       85650788              2          27631
       85647762       85650294              2          30730
      835374854      574085942              2          30461
       85650402       85641171              2          28306
      834450250      871944137              2          27566
       85653659       85641171              2          27177
       85650402       85646284              2          26926
       85646037      871944137              2          26804
       85646249       85650099              2          32049
      826315202      871944137              2          31104
      872944789      840762421              2          28319
      834545571       85653109              2          31976
       85646604       85650294              2          28922
       85647781      840762421              2          27826
      706004143       85653081              2          28208
       85646159       85650738              2          27508
      810812656       85650294              2          28588
       85646249       85652976              2          31298
       85646121       85650469              2          29683
       85646054      731104918              2          27179
       85646260      660284940              2          32152
       85646294       85650294              2          31110
      828676143      731104918              2          30282
      835374854       85653081              2          30576
      706489841      731104918              2          30799
       87292087       85647427              2          27317
       85641141      574085942              2          31495
       85641164      871944137              2          27035
       87292507       85645956              2          29773
      826441221       92076469              2          31828
       85646121      731104918              2          31830
      828674397       85650483              2          31417
      877655500       85653109              2          29091
       85641137      871944137              2          30310
       85647368       85650788              2          30703
      840380073       85653081              2          31402
       91552962      871944137              2          28505
       85647361       85650294              2          29064
      826441227       85653109              2          30234
       85645824       85650691              2          28720
       85651135       85647322              2          28918
       85653713      706489843              2          31633
      826441227       85650294              2          26864
       85646047       85650294              2          27296
      826315200      574085940              2          31325
      826315200      871944137              2          31603
       85647307       85650483              2          28465
      679628712      835365265              2          32050
       85651135       85641076              2          26845
       85646053       85650788              2          29077
      862232353      574085940              2          30130
      706489842       85650294              2          30578
       85650402       85647368              2          28139
       85645999       85650099              2          31906
       85651176       85645565              2          27052
       85647446       85650294              2          26734
      835374857      731114420              2          31190
       87285092       85650294              2          29896
      828721861       85650294              2          28109
       85646117      800433946              2          30677
       85641144       85650294              2          28127
       85647404      731104918              2          31440
      826480504      574085942              2          29786
      877652372      858502514              2          30603
      834450250      731104918              2          27000
       85659998       85641171              2          29426
       85645984       85650294              2          28314
      828676143       85650294              2          27250
      660284939       85646006              2          28125
      835374857       85650294              2          28789
       85647781       85650294              2          29340
       85653659       85646006              2          29213
      877652372      871944137              2          30101
       85646053      871944137              2          29258
       85641097       85650294              2          28135
       85647368      871944137              2          29299
       85646117       85651134              2          28182
       85651135       85646053              2          26877
       85651135       85641149              2          28315
      826301412      871944137              2          29012
      826315200       85650294              2          31596
       85646039       85650483              2          31625
      826304681       85650294              2          30264
      872944789       85650294              2          27830
      706004143      731104915              2          28082
       85646036       85650294              2          28530
       85645998      871944137              2          28093
       85650293       85646039              2          28098
      840380073      871944137              2          26710
      810812656      840762421              2          27316
      706489836       85650294              2          26815
       85646695       85650294              2          30223
       85641096      840762421              2          29242
       85650402       85647778              2          28166
       85641069       85650788              2          29075
       85646039       85650294              2          29041
       85641141      871944137              2          28881
       85647781      871944137              2          29034
       85646001       85650691              2          31803
       85647328      731104915              2          27544
      828646367      871944137              2          31303
       85647828       85650294              2          28427
       85759349       85646593              2          26713
       87286821      871944137              2          30171
       91552963      871944137              2          30505
       85647431       85650294              2          29209
      826304654       85650294              2          29915
       85647301      871944137              2          28165
      574049772      871944137              2          27051
       85650293       85647758              2          27985
      840380073      731104918              2          27679
       85759349      870748871              2          26752
      862232353      871944137              2          28152
       91552995       85650294              2          29055
       85646260       85650294              2          29576
      872944789      871944137              2          30253
       85646121       87292086              2          30534
       91553447       85650294              2          26960
      574054153      871944137              2          28573
       85646047      731104915              2          28518
      872910974      871944137              2          31636
       85646034       85650294              2          28823
      706489842      871944137              2          31740
       85646039       85650691              2          29641
       85651135       85646006              2          30395
       87292507       87284575              2          29752
       85646303       85650294              2          30379
      876926663       85650691              2          27178
      826480504      871944137              2          29247
      828674397      871944137              2          27219
      706489841       87292086              2          31896
       87286821      731104918              2          26725
       87292507      660286290              2          30333
       85647328       85650294              2          27466
      706489836       85650788              2          27724
       91553447      871944137              2          28911
       85645998       85650294              2          30162
       85646054      871944137              2          26777
       91552962       85650294              2          27399
       85645956      871944137              2          29953
      835374855       85650294              2          29849
       85647322       85650294              2          28010
      828646367       87292086              2          32017
       87292507      862228281              2          30656
       85646249       85650488              2          28807
      805679419       85650294              2          29130
      826441227      871944137              2          30780
       85646022       87292086              2          28214
      826480504       87292086              2          29159
       91552995      731104915              2          30159
      817758130      871944137              2          30975
       85646054       85650294              2          27555
       85641071      731104918              2          29803
       85647251       85650483              2          27620
       85650402       85645999              2          27221
       85647759       87292491              2          27125
       85650402       85645984              2          27535
       85647328       85650442              2          28031
      574044470      871944137              2          29741
      876926663      871944137              2          27306
      877652373      731104915              2          31443
       85651135       87284575              2          30726
       85641140       85650294              2          29277
       85651135       85647393              2          31388
       91552963       85650294              2          29588
       85650402       87284575              2          30609
       85646588       85650738              2          31306
       85646050      731104918              2          30527
       85641140       85650691              2          28558
      870596845       85650691              2          31675
       85641049       85650294              2          27257
       85646052       85650294              2          30758
       85646260      731104918              2          26928
       85647499      871944137              2          30550
      826304654      871944137              2          31112
       85650293      828674395              2          29497
       85641141      731104915              2          26896
       85651135       85647316              2          27850
       85641069       85650294              2          27131
       85646050       85650294              2          30631
       85650615       85645659              2          29330
       85651135       85647458              2          31198
      834545571      871944137              2          27055
       85647328      840762421              2          27459
       85641076      871944137              2          29648
       85647366      731104915              2          26927
       85646006       85650788              2          27447
       85647328       85650691              2          28018
      574044473      731104918              2          27478
       85646028       85650294              2          27959
      840380073       85650294              2          27831
       85645956       85650294              2          29654
      862235446       85650294              2          28504
      871774605       85650294              2          27952
       85646159       85650294              2          29383
       85650293       85647405              2          31416
       85645628      871944137              2          27089
       85647499      731104915              2          27720
       85646249       85650691              2          29526
      706489847       85650294              2          30060
      706489841       85650294              2          30769
       87292496       87286820              2          28607
      826304681       85650691              2          29292
       85650402       85647300              2          29791
       85646588      871944137              2          29222
       85647524       85650294              2          28362
       85646286      871944137              2          28556
       85650293       85646044              2          26805
       85641107       85650294              2          28472
       87292507      828661181              2          28799
      863183378      731104918              2          31139
       85647499       87292088              2          29153
      574047752       85650294              2          31752
       85647316      871944137              2          29932
       85646249      731104918              2          30110
       85650293       85645656              2          29661
      574047752      871944137              2          31527
      863183378      871944137              2          31618
       85645999       87292086              2          27485
      826304681      871944137              2          29280
       85645661       85650691              2          29825
      835374854      871944137              2          27193
       85646117      731104915              2          28310
      805679393      871944137              2          27291
      706004143       85650294              2          30837
       85646117       85650294              2          29620
       85641173       85650294              2          27718
       85641096       85650294              2          31015
      840410073       85650294              2          27750
       85646117       85650469              2          27270
      825564168       85650294              2          27541
      835374854       85650294              2          29820
       85646117      871944137              2          28498
       85646588       85650294              2          27934
       85641076       85650691              2          31440
       85641140      871944137              2          30068
      574054153       85650294              2          28658
      828646367      731104918              2          29513
      826441221       85650294              2          28209
      828644900      871944137              2          28142
       85650293       85645638              2          28563
       85651135      826441227              2          29861
      873037902       85650483              2          27078
      870449378      871944137              2          27041
       85646249       85650294              2          31904
      706004143      871944137              2          28580
       85641141       85650483              2          27267
       85651135       85646588              2          29795
