       85660214      871944137              2          30290
       85660145      574085940              2          30792
       85640059       85590225              2          29889
     1828713433       87292089              2          30525
      800481643      871944137              2          27867
     1828713433       85650294              2          28597
       85641389       85653081              2          32238
       85641569      574085940              2          30461
      826304654       85650819              2          30142
      870748871       85590225              2          26885
      858505813       85641149              2          30171
       91552995      871944137              2          30767
      574081977       85645563              2          27651
       85647349       85653109              2          31731
       85660198       85650294              2          30012
      872042337      840783275              2          30298
      816926471      871944137              2          29398
       85646571      871944137              2          27453
       85641441       85653081              2          27990
       85641661       85653081              2          30937
       85641141       85590225              2          26819
       85647384       85650819              2          28825
       85641164       85650788              2          31810
       85650293       85647760              2          30179
      660284939       85640983              2          27620
      850794099       85653081              2          30465
       85660195      731104918              2          28334
       85641355       85590225              2          30173
      852107784       85650691              2          30428
       85641569       85650294              2          30195
       85641441      842014051              2          29962
       85641569      574085942              2          32118
      828646367       85590225              2          28769
       85647368       85590225              2          30196
       85646249      871944137              2          29526
       85647450      871944137              2          27118
      574081977       85641137              2          27460
      828661171       85652976              2          31728
      574086046       85650294              2          31101
       85641441       85590225              2          28768
       85641389       85650788              2          27104
       85641441      574085942              2          28436
      826304654      840783275              2          30325
       85646695       85590225              2          29115
       85650402       85646258              2          29157
       85651135       85647411              2          29223
      800433947       85641132              2          27635
       85653066       85647531              2          26737
       85660195       85650294              2          30285
       85641389       85590225              2          29610
      872042337      840762421              2          30480
      731105033       85653660              2          30508
       85645999       85650819              2          29674
      834450250       85590225              2          27143
       85650293       85646006              2          29952
       87292507       85646021              2          31239
       87292083       85645563              2          27437
       85647304       85653081              2          29652
       85660198      731104918              2          32077
       85641421       85590225              2          30954
      731105033       85650442              2          28124
       85641355      574085940              2          28495
       85641173       85590225              2          27231
      870528620       85590225              2          30239
       85650293       85646263              2          31956
       85647499       85650483              2          29625
      679628712       85645561              2          27345
      870745285      872910972              2          27022
       91552954       85650469              2          27105
      800481643       85590225              2          28903
       85641423      840762421              2          30705
       85641421      574085940              2          30915
      574054153       85590225              2          28260
      828657355      731104146              2          30750
      706004142       85650294              2          28863
       85651135       85647292              2          29601
       87292083      834575270              2          27612
      800433947      828661181              2          28009
       85640063       85650294              2          27468
       85641421      731104918              2          31061
       85641389      574085942              2          27386
       85641071       85590225              2          27820
       85647328       85650819              2          28358
      870626159       85650691              2          27361
       85650402       85647523              2          30195
       85641137      574085942              2          31648
       85646022       85650099              2          26928
       85660195      871944137              2          28302
       85641355      731104918              2          30968
       85641421       85653120              2          31713
       85646303      731104146              2          30590
       85647411       87292089              2          26713
       85650293       85641071              2          28406
       85646695       87292086              2          30179
      835374855       85653843              2          32061
      862235424       85653081              2          28814
       91552954      731104918              2          30473
      872042337       85650294              2          27441
      731105033       85653081              2          30218
      706489836      840783275              2          28567
      706489847      840783275              2          27570
       87292507       85641104              2          26939
      810812656      871944137              2          28306
       85645984      870788239              2          30255
       85646053       85653120              2          30619
       91552954       85650691              2          26963
      872042337      871944137              2          28855
      871940621       85653843              2          31010
      574044470       85590225              2          26777
       91553447       85590225              2          28327
       85650402       85641071              2          30144
       87292507       85646023              2          27137
       85646604       85653120              2          28226
       85647361       85653660              2          31306
       91552954      871944137              2          28065
      731105033       85650294              2          29264
       85646117       85590225              2          27994
      834545571      840762421              2          27829
      872910993       87292086              2          28079
      877652372      800433946              2          28983
      872944789      574085942              2          27797
      574086046      871944137              2          28324
      872042337       85650691              2          29885
      574047752       85590225              2          26709
       85646153       85650788              2          29424
      810812656      731104918              2          28122
      877652372      574085942              2          31092
       85646021       85653081              2          31125
       85641423      731104918              2          29104
       85641071      871944137              2          27177
       85647503       85650294              2          27987
       85641141       85653843              2          27094
       85646044       85653109              2          31917
       85641421       87292086              2          30092
      826304681      840762421              2          30466
       85647499      731104918              2          26830
       85653066       85646600              2          26880
       85646022      574085942              2          29530
       85641441       85650294              2          30931
      828644900       85650788              2          28873
       85646695       85650691              2          29557
      706489841      574085942              2          30773
      679628712      706004127              2          30610
      731105033       87292086              2          31217
      706489836      731104918              2          31219
       87286821       85650788              2          29095
      574081977      706004141              2          30179
       85647328      574085940              2          29225
       85641423      871944137              2          27321
       85646001      871944137              2          30296
      828661181       87292086              2          30106
      574054153      574085940              2          30677
       85647450       85652976              2          30665
       85641355       85650294              2          30857
       87285092      840762421              2          31485
       85651135       85646021              2          28872
       85653842       85646153              2          26703
       85653105       87284575              2          27382
      731104954       85650294              2          31948
       85641137       85650294              2          27881
      850794099       85650294              2          30311
       85641071      574085942              2          31395
      841623328       85646054              2          30946
       85641458       85650294              2          28252
      825564194      731104915              2          28144
      870528620       85650294              2          28925
       85641071       85652976              2          30161
      872944980       85653109              2          30001
      800481643       85650483              2          30480
       85650402      826315202              2          27756
       85647503      871944137              2          28456
       85646263       85653081              2          28050
       85647503       85653843              2          31949
       85641355      731104915              2          27625
       85641149       85650294              2          30001
      828710339      731104915              2          28009
       85653105       85640931              2          27764
       91553447       85653120              2          29719
       85640059      871944137              2          26973
       85646006      871944137              2          29445
       85646044      871944137              2          27350
       85641170      574085942              2          27904
       85647404       85652976              2          27752
       85641423       85650294              2          31584
      840380073      731104915              2          31141
       85647405       85650294              2          27240
       85646249       85653081              2          31475
       85652977      706489846              2          29397
       85641421       85650294              2          30595
      574053943      871944137              2          27031
       91552995      840762421              2          29869
       85641149       85653120              2          30067
      679628712       85647772              2          30113
       85641355      871944137              2          28513
      877652375       85650691              2          31274
       85650293       85646049              2          31570
       85653842       85645564              2          26716
      574081977      872943758              2          28460
      731105033      871944137              2          30020
